date,quote_time_jst,captured_at_jst,symbol,price_yen,quantity,market_value_yen,quote_status,source
2026-07-21,11:30:00,2026-07-21 11:00:00,5333.T,5903,5,29515,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,5803.T,4570,8,36560,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,6146.T,64090,1,64090,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,6383.T,6297,6,37782,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,6501.T,4815,15,72225,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,6503.T,5510,14,77140,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,6504.T,12335,6,74010,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,6762.T,2965.5,23,68206.5,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,6861.T,71360,2,142720,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,7012.T,2687,25,67175,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,7203.T,2964.5,23,68183.5,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,7269.T,2067,20,41340,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,7532.T,888.2,70,62174,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,7832.T,4219,16,67504,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,8035.T,64830,1,64830,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,8306.T,3550,18,63900,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,8316.T,6922,13,89986,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,8411.T,8224,10,82240,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,8591.T,6429,13,83577,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,8630.T,6927,12,83124,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,8750.T,1863,10,18630,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,8766.T,7858,12,94296,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,8795.T,4982,14,69748,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,9432.T,153.9,500,76950,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,9433.T,2910.5,23,66941.5,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,9697.T,3428,7,23996,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,11:30:00,2026-07-21 11:00:00,9983.T,80580,2,161160,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:38:35,2026-07-21 12:00:00,1801.T,13660,3,40980,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:38:35,2026-07-21 12:00:00,1812.T,5604,14,78456,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:00,2026-07-21 12:00:00,5333.T,6001,5,30005,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:02,2026-07-21 12:00:00,5803.T,4636,8,37088,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:00,2026-07-21 12:00:00,6146.T,65540,1,65540,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:38:58,2026-07-21 12:00:00,6383.T,6346,6,38076,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:02,2026-07-21 12:00:00,6501.T,4782,15,71730,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:02,2026-07-21 12:00:00,6503.T,5522,14,77308,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:01,2026-07-21 12:00:00,6504.T,12460,6,74760,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:01,2026-07-21 12:00:00,6762.T,3019,23,69437,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:38:55,2026-07-21 12:00:00,6861.T,72230,2,144460,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:38:57,2026-07-21 12:00:00,7012.T,2674,25,66850,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:02,2026-07-21 12:00:00,7203.T,2952.5,23,67907.5,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:02,2026-07-21 12:00:00,7269.T,2062.5,20,41250,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:02,2026-07-21 12:00:00,7532.T,888.1,70,62167,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:00,2026-07-21 12:00:00,7832.T,4207,16,67312,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:01,2026-07-21 12:00:00,8035.T,65760,1,65760,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:00,2026-07-21 12:00:00,8306.T,3540,18,63720,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:02,2026-07-21 12:00:00,8316.T,6882,13,89466,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:01,2026-07-21 12:00:00,8411.T,8204,10,82040,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:02,2026-07-21 12:00:00,8591.T,6424,13,83512,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:02,2026-07-21 12:00:00,8630.T,6924,12,83088,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:02,2026-07-21 12:00:00,8750.T,1857,10,18570,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:02,2026-07-21 12:00:00,8766.T,7843,12,94116,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:02,2026-07-21 12:00:00,8795.T,4973,14,69622,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:38:57,2026-07-21 12:00:00,9432.T,153,500,76500,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:01,2026-07-21 12:00:00,9433.T,2893.5,23,66550.5,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:01,2026-07-21 12:00:00,9697.T,3440,7,24080,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,12:39:02,2026-07-21 12:00:00,9983.T,80570,2,161140,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:33,2026-07-21 13:00:00,1801.T,13610,3,40830,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:02,2026-07-21 13:00:00,1812.T,5577,14,78078,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:52,2026-07-21 13:00:00,5333.T,6070,5,30350,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:55,2026-07-21 13:00:00,5803.T,4652,8,37216,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:54,2026-07-21 13:00:00,6146.T,66730,1,66730,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:55,2026-07-21 13:00:00,6383.T,6380,6,38280,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:55,2026-07-21 13:00:00,6501.T,4780,15,71700,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:54,2026-07-21 13:00:00,6503.T,5545,14,77630,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:44,2026-07-21 13:00:00,6504.T,12590,6,75540,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:55,2026-07-21 13:00:00,6762.T,3064,23,70472,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:44,2026-07-21 13:00:00,6861.T,72350,2,144700,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:54,2026-07-21 13:00:00,7012.T,2673.5,25,66837.5,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:54,2026-07-21 13:00:00,7203.T,2943,23,67689,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:32,2026-07-21 13:00:00,7269.T,2055.5,20,41110,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:55,2026-07-21 13:00:00,7532.T,880.3,70,61621,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:35,2026-07-21 13:00:00,7832.T,4174,16,66784,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:53,2026-07-21 13:00:00,8035.T,66060,1,66060,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:53,2026-07-21 13:00:00,8306.T,3543,18,63774,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:55,2026-07-21 13:00:00,8316.T,6928,13,90064,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:54,2026-07-21 13:00:00,8411.T,8266,10,82660,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:55,2026-07-21 13:00:00,8591.T,6453,13,83889,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:44,2026-07-21 13:00:00,8630.T,6908,12,82896,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:55,2026-07-21 13:00:00,8750.T,1858,10,18580,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:48,2026-07-21 13:00:00,8766.T,7842,12,94104,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:52,2026-07-21 13:00:00,8795.T,4973,14,69622,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:54,2026-07-21 13:00:00,9432.T,152.1,500,76050,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:53,2026-07-21 13:00:00,9433.T,2875,23,66125,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:53,2026-07-21 13:00:00,9697.T,3400,7,23800,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,13:39:55,2026-07-21 13:00:00,9983.T,80180,2,160360,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:40:42,2026-07-21 14:00:00,1801.T,13555,3,40665,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:26,2026-07-21 14:00:00,1812.T,5567,14,77938,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:31,2026-07-21 14:00:00,5333.T,6054,5,30270,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:34,2026-07-21 14:00:00,5803.T,4653,8,37224,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:34,2026-07-21 14:00:00,6146.T,66820,1,66820,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:29,2026-07-21 14:00:00,6383.T,6368,6,38208,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:32,2026-07-21 14:00:00,6501.T,4791,15,71865,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:31,2026-07-21 14:00:00,6503.T,5574,14,78036,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:35,2026-07-21 14:00:00,6504.T,12640,6,75840,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:34,2026-07-21 14:00:00,6762.T,3062,23,70426,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:33,2026-07-21 14:00:00,6861.T,72320,2,144640,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:27,2026-07-21 14:00:00,7012.T,2669.5,25,66737.5,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:29,2026-07-21 14:00:00,7203.T,2938,23,67574,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:29,2026-07-21 14:00:00,7269.T,2049.5,20,40990,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:29,2026-07-21 14:00:00,7532.T,880.1,70,61607,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:23,2026-07-21 14:00:00,7832.T,4178,16,66848,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:33,2026-07-21 14:00:00,8035.T,65980,1,65980,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:34,2026-07-21 14:00:00,8306.T,3556,18,64008,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:35,2026-07-21 14:00:00,8316.T,6951,13,90363,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:34,2026-07-21 14:00:00,8411.T,8258,10,82580,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:29,2026-07-21 14:00:00,8591.T,6469,13,84097,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:29,2026-07-21 14:00:00,8630.T,6898,12,82776,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:35,2026-07-21 14:00:00,8750.T,1860,10,18600,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:29,2026-07-21 14:00:00,8766.T,7817,12,93804,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:24,2026-07-21 14:00:00,8795.T,4958,14,69412,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:34,2026-07-21 14:00:00,9432.T,151.9,500,75950,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:29,2026-07-21 14:00:00,9433.T,2875.5,23,66136.5,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:06,2026-07-21 14:00:00,9697.T,3401,7,23807,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,14:41:31,2026-07-21 14:00:00,9983.T,80120,2,160240,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,15:30:00,2026-07-21 15:00:00,1801.T,13645,3,40935,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,15:30:00,2026-07-21 15:00:00,1812.T,5604,14,78456,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,15:30:00,2026-07-21 15:00:00,5333.T,6109,5,30545,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,15:30:00,2026-07-21 15:00:00,5803.T,4672,8,37376,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,15:30:00,2026-07-21 15:00:00,6146.T,66840,1,66840,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,15:30:00,2026-07-21 15:00:00,6383.T,6366,6,38196,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,15:30:00,2026-07-21 15:00:00,6501.T,4792,15,71880,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,15:30:00,2026-07-21 15:00:00,6503.T,5591,14,78274,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,15:30:00,2026-07-21 15:00:00,6504.T,12575,6,75450,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,15:30:00,2026-07-21 15:00:00,6762.T,3073,23,70679,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,15:30:00,2026-07-21 15:00:00,6861.T,71960,2,143920,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,15:30:00,2026-07-21 15:00:00,7012.T,2676,25,66900,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,15:30:00,2026-07-21 15:00:00,7203.T,2944.5,23,67723.5,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,15:30:00,2026-07-21 15:00:00,7269.T,2051,20,41020,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,15:30:00,2026-07-21 15:00:00,7532.T,880.9,70,61663,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,15:30:00,2026-07-21 15:00:00,7832.T,4187,16,66992,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,15:30:00,2026-07-21 15:00:00,8035.T,66570,1,66570,OK,Yahoo Finance JP full-market screener (delayed)
2026-07-21,15:30:00,2026-07-21 15:00:00,8306.T,3580,18,64440,OK,Yahoo Finance JP full-market screener (delayed)
