date,quote_time_jst,captured_at_jst,symbol,price_yen,quantity,market_value_yen,quote_status,source
2026-08-10,11:30:00,2026-08-10 12:00:00,8795.T,4929,14,69006,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,11:30:00,2026-08-10 12:00:00,9432.T,158.8,500,79400,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,11:30:00,2026-08-10 12:00:00,9433.T,2820,23,64860,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,11:30:00,2026-08-10 12:00:00,9697.T,4230,7,29610,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,11:30:00,2026-08-10 12:00:00,9983.T,79040,2,158080,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:04:58,2026-08-10 13:00:00,1801.T,12680,3,38040,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:04:59,2026-08-10 13:00:00,1812.T,4888,14,68432,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:04:45,2026-08-10 13:00:00,5333.T,5653,5,28265,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:05:04,2026-08-10 13:00:00,5803.T,5692,8,45536,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:04:57,2026-08-10 13:00:00,6146.T,62870,1,62870,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:04:59,2026-08-10 13:00:00,6383.T,6117,6,36702,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:04:51,2026-08-10 13:00:00,6501.T,5661,15,84915,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:05:04,2026-08-10 13:00:00,6503.T,5870,14,82180,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:05:03,2026-08-10 13:00:00,6504.T,14770,6,88620,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:05:03,2026-08-10 13:00:00,6762.T,3032,23,69736,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:04:49,2026-08-10 13:00:00,6861.T,85000,2,170000,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:05:04,2026-08-10 13:00:00,7012.T,2687,25,67175,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:05:02,2026-08-10 13:00:00,7203.T,2974,23,68402,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:05:02,2026-08-10 13:00:00,7269.T,2018.5,20,40370,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:05:01,2026-08-10 13:00:00,7532.T,927,70,64890,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:05:01,2026-08-10 13:00:00,7832.T,5443,16,87088,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:05:00,2026-08-10 13:00:00,8035.T,56530,1,56530,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:05:01,2026-08-10 13:00:00,8306.T,3513,18,63234,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:05:00,2026-08-10 13:00:00,8316.T,6660,13,86580,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:05:01,2026-08-10 13:00:00,8411.T,8260,10,82600,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:05:00,2026-08-10 13:00:00,8591.T,6289,13,81757,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:04:56,2026-08-10 13:00:00,8630.T,6986,12,83832,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:05:04,2026-08-10 13:00:00,8750.T,1836,10,18360,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:04:56,2026-08-10 13:00:00,8766.T,7812,12,93744,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:04:55,2026-08-10 13:00:00,8795.T,4890,14,68460,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:05:04,2026-08-10 13:00:00,9432.T,158.8,500,79400,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:05:03,2026-08-10 13:00:00,9433.T,2849.5,23,65538.5,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:04:37,2026-08-10 13:00:00,9697.T,4214,7,29498,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,13:04:37,2026-08-10 13:00:00,9983.T,78860,2,157720,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:47,2026-08-10 14:00:00,1801.T,12720,3,38160,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:52,2026-08-10 14:00:00,1812.T,4881,14,68334,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:43,2026-08-10 14:00:00,5333.T,5673,5,28365,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:53,2026-08-10 14:00:00,5803.T,5657,8,45256,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:51,2026-08-10 14:00:00,6146.T,62890,1,62890,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:53,2026-08-10 14:00:00,6383.T,6181,6,37086,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:52,2026-08-10 14:00:00,6501.T,5654,15,84810,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:53,2026-08-10 14:00:00,6503.T,5825,14,81550,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:51,2026-08-10 14:00:00,6504.T,14660,6,87960,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:52,2026-08-10 14:00:00,6762.T,3029,23,69667,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:40,2026-08-10 14:00:00,6861.T,84810,2,169620,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:52,2026-08-10 14:00:00,7012.T,2680.5,25,67012.5,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:52,2026-08-10 14:00:00,7203.T,2975.5,23,68436.5,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:54,2026-08-10 14:00:00,7269.T,2022,20,40440,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:52,2026-08-10 14:00:00,7532.T,929.4,70,65058,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:52,2026-08-10 14:00:00,7832.T,5459,16,87344,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:51,2026-08-10 14:00:00,8035.T,56350,1,56350,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:54,2026-08-10 14:00:00,8306.T,3513,18,63234,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:52,2026-08-10 14:00:00,8316.T,6665,13,86645,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:49,2026-08-10 14:00:00,8411.T,8269,10,82690,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:52,2026-08-10 14:00:00,8591.T,6263,13,81419,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:50,2026-08-10 14:00:00,8630.T,7008,12,84096,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:53,2026-08-10 14:00:00,8750.T,1837,10,18370,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:52,2026-08-10 14:00:00,8766.T,7806,12,93672,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:45,2026-08-10 14:00:00,8795.T,4896,14,68544,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:53,2026-08-10 14:00:00,9432.T,159.5,500,79750,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:52,2026-08-10 14:00:00,9433.T,2856,23,65688,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:52,2026-08-10 14:00:00,9697.T,4216,7,29512,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,14:04:46,2026-08-10 14:00:00,9983.T,78800,2,157600,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:37,2026-08-10 15:00:00,1801.T,12705,3,38115,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:38,2026-08-10 15:00:00,1812.T,4888,14,68432,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:34,2026-08-10 15:00:00,5333.T,5660,5,28300,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:44,2026-08-10 15:00:00,5803.T,5587,8,44696,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:43,2026-08-10 15:00:00,6146.T,62720,1,62720,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:38,2026-08-10 15:00:00,6383.T,6180,6,37080,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:44,2026-08-10 15:00:00,6501.T,5644,15,84660,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:44,2026-08-10 15:00:00,6503.T,5861,14,82054,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:34,2026-08-10 15:00:00,6504.T,14645,6,87870,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:34,2026-08-10 15:00:00,6762.T,3030,23,69690,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:37,2026-08-10 15:00:00,6861.T,84790,2,169580,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:44,2026-08-10 15:00:00,7012.T,2683.5,25,67087.5,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:44,2026-08-10 15:00:00,7203.T,2984,23,68632,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:44,2026-08-10 15:00:00,7269.T,2031.5,20,40630,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:44,2026-08-10 15:00:00,7532.T,931.6,70,65212,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:42,2026-08-10 15:00:00,7832.T,5439,16,87024,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:34,2026-08-10 15:00:00,8035.T,56490,1,56490,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:41,2026-08-10 15:00:00,8306.T,3516,18,63288,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:36,2026-08-10 15:00:00,8316.T,6664,13,86632,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:44,2026-08-10 15:00:00,8411.T,8264,10,82640,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:42,2026-08-10 15:00:00,8591.T,6265,13,81445,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:30,2026-08-10 15:00:00,8630.T,7005,12,84060,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:39,2026-08-10 15:00:00,8750.T,1838,10,18380,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:36,2026-08-10 15:00:00,8766.T,7803,12,93636,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:44,2026-08-10 15:00:00,8795.T,4883,14,68362,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:42,2026-08-10 15:00:00,9432.T,159.5,500,79750,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:44,2026-08-10 15:00:00,9433.T,2858,23,65734,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:44,2026-08-10 15:00:00,9697.T,4209,7,29463,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:06:37,2026-08-10 15:00:00,9983.T,78780,2,157560,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,1801.T,12635,3,37905,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,1812.T,4902,14,68628,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,5333.T,5690,5,28450,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,5803.T,5580,8,44640,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,6146.T,62980,1,62980,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,6383.T,6154,6,36924,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,6501.T,5620,15,84300,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,6503.T,5844,14,81816,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,6504.T,14630,6,87780,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,6762.T,3045,23,70035,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,6861.T,85000,2,170000,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,7012.T,2694,25,67350,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,7203.T,2981,23,68563,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,7269.T,2028,20,40560,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,7532.T,926.4,70,64848,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,7832.T,5429,16,86864,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,8035.T,56750,1,56750,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,8306.T,3510,18,63180,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,8316.T,6629,13,86177,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,8411.T,8244,10,82440,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,8591.T,6272,13,81536,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,8630.T,6959,12,83508,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,8750.T,1839.5,10,18395,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,8766.T,7752,12,93024,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,8795.T,4847,14,67858,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,9432.T,159.9,500,79950,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,9433.T,2830,23,65090,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,9697.T,4223,7,29561,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 16:00:00,9983.T,78720,2,157440,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,1801.T,12635,3,37905,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,1812.T,4902,14,68628,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,5333.T,5690,5,28450,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,5803.T,5580,8,44640,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,6146.T,62980,1,62980,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,6383.T,6154,6,36924,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,6501.T,5620,15,84300,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,6503.T,5844,14,81816,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,6504.T,14630,6,87780,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,6762.T,3045,23,70035,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,6861.T,85000,2,170000,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,7012.T,2694,25,67350,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,7203.T,2981,23,68563,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,7269.T,2028,20,40560,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,7532.T,926.4,70,64848,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,7832.T,5429,16,86864,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,8035.T,56750,1,56750,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,8306.T,3510,18,63180,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,8316.T,6629,13,86177,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,8411.T,8244,10,82440,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,8591.T,6272,13,81536,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,8630.T,6959,12,83508,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,8750.T,1839.5,10,18395,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,8766.T,7752,12,93024,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,8795.T,4847,14,67858,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,9432.T,159.9,500,79950,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,9433.T,2830,23,65090,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,9697.T,4223,7,29561,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-10 17:00:00,9983.T,78720,2,157440,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,1801.T,12635,3,37905,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,1812.T,4902,14,68628,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,5333.T,5690,5,28450,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,5803.T,5580,8,44640,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,6146.T,62980,1,62980,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,6383.T,6154,6,36924,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,6501.T,5620,15,84300,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,6503.T,5844,14,81816,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,6504.T,14630,6,87780,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,6762.T,3045,23,70035,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,6861.T,85000,2,170000,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,7012.T,2694,25,67350,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,7203.T,2981,23,68563,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,7269.T,2028,20,40560,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,7532.T,926.4,70,64848,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,7832.T,5429,16,86864,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,8035.T,56750,1,56750,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,8306.T,3510,18,63180,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,8316.T,6629,13,86177,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,8411.T,8244,10,82440,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,8591.T,6272,13,81536,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,8630.T,6959,12,83508,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,8750.T,1839.5,10,18395,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,8766.T,7752,12,93024,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,8795.T,4847,14,67858,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,9432.T,159.9,500,79950,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,9433.T,2830,23,65090,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,9697.T,4223,7,29561,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 09:00:00,9983.T,78720,2,157440,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,1801.T,12635,3,37905,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,1812.T,4902,14,68628,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,5333.T,5690,5,28450,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,5803.T,5580,8,44640,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,6146.T,62980,1,62980,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,6383.T,6154,6,36924,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,6501.T,5620,15,84300,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,6503.T,5844,14,81816,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,6504.T,14630,6,87780,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,6762.T,3045,23,70035,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,6861.T,85000,2,170000,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,7012.T,2694,25,67350,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,7203.T,2981,23,68563,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,7269.T,2028,20,40560,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,7532.T,926.4,70,64848,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,7832.T,5429,16,86864,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,8035.T,56750,1,56750,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,8306.T,3510,18,63180,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,8316.T,6629,13,86177,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,8411.T,8244,10,82440,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,8591.T,6272,13,81536,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,8630.T,6959,12,83508,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,8750.T,1839.5,10,18395,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,8766.T,7752,12,93024,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,8795.T,4847,14,67858,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,9432.T,159.9,500,79950,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,9433.T,2830,23,65090,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,9697.T,4223,7,29561,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 10:00:00,9983.T,78720,2,157440,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 11:00:00,1801.T,12635,3,37905,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 11:00:00,1812.T,4902,14,68628,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 11:00:00,5333.T,5690,5,28450,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 11:00:00,5803.T,5580,8,44640,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 11:00:00,6146.T,62980,1,62980,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 11:00:00,6383.T,6154,6,36924,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 11:00:00,6501.T,5620,15,84300,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 11:00:00,6503.T,5844,14,81816,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 11:00:00,6504.T,14630,6,87780,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 11:00:00,6762.T,3045,23,70035,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 11:00:00,6861.T,85000,2,170000,OK,Yahoo Finance JP full-market screener (delayed)
2026-08-10,15:30:00,2026-08-11 11:00:00,7012.T,2694,25,67350,OK,Yahoo Finance JP full-market screener (delayed)
