updated_at,benchmark,benchmark_ticker,trigger_pct,event_date,benchmark_daily_return_pct,ticker,company,structural_rating,stock_return_1d_pct,benchmark_return_1d_pct,excess_1d_pct,stock_return_5d_pct,benchmark_return_5d_pct,excess_5d_pct,stock_return_20d_pct,benchmark_return_20d_pct,excess_20d_pct
2026/05/26 13:08,SOX指数,^SOX,-2,2025-07-31,-3.10,6920.T,レーザーテック,A,-5.80,-1.43,-4.37,-7.89,0.46,-8.35,0.87,4.37,-3.50
2026/05/26 13:08,SOX指数,^SOX,-2,2025-07-31,-3.10,6857.T,アドバンテスト,B,-1.30,-1.43,0.13,-2.32,0.46,-2.78,12.80,4.37,8.43
2026/05/26 13:08,SOX指数,^SOX,-2,2025-07-31,-3.10,6762.T,TDK,B,1.02,-1.43,2.46,1.08,0.46,0.62,4.25,4.37,-0.12
2026/05/26 13:08,SOX指数,^SOX,-2,2025-08-15,-2.26,8035.T,東京エレクトロン,S,-2.14,0.41,-2.55,-6.56,0.03,-6.59,5.02,5.34,-0.32
2026/05/26 13:08,SOX指数,^SOX,-2,2025-08-15,-2.26,7735.T,SCREEN HD,A,-3.07,0.41,-3.48,-1.56,0.03,-1.59,5.19,5.34,-0.15
2026/05/26 13:08,SOX指数,^SOX,-2,2025-08-15,-2.26,6146.T,ディスコ,A-,-2.69,0.41,-3.10,-8.76,0.03,-8.79,-3.00,5.34,-8.34
2026/05/26 13:08,SOX指数,^SOX,-2,2025-08-15,-2.26,6920.T,レーザーテック,A,-3.33,0.41,-3.74,-7.81,0.03,-7.84,-4.14,5.34,-9.47
2026/05/26 13:08,SOX指数,^SOX,-2,2025-08-15,-2.26,6857.T,アドバンテスト,B,1.46,0.41,1.05,-4.69,0.03,-4.72,23.51,5.34,18.17
2026/05/26 13:08,SOX指数,^SOX,-2,2025-08-15,-2.26,6762.T,TDK,B,0.31,0.41,-0.10,-0.13,0.03,-0.16,3.26,5.34,-2.08
2026/05/26 13:08,SOX指数,^SOX,-2,2025-08-29,-3.15,8035.T,東京エレクトロン,S,-1.84,-1.12,-0.72,-2.06,2.48,-4.54,28.84,11.40,17.44
2026/05/26 13:08,SOX指数,^SOX,-2,2025-08-29,-3.15,7735.T,SCREEN HD,A,-3.60,-1.12,-2.48,-5.05,2.48,-7.53,19.36,11.40,7.97
2026/05/26 13:08,SOX指数,^SOX,-2,2025-08-29,-3.15,6146.T,ディスコ,A-,-7.71,-1.12,-6.59,-7.50,2.48,-9.98,12.79,11.40,1.39
2026/05/26 13:08,SOX指数,^SOX,-2,2025-08-29,-3.15,6920.T,レーザーテック,A,-2.24,-1.12,-1.12,-0.06,2.48,-2.55,29.70,11.40,18.30
2026/05/26 13:08,SOX指数,^SOX,-2,2025-08-29,-3.15,6857.T,アドバンテスト,B,-7.92,-1.12,-6.80,-2.01,2.48,-4.49,25.73,11.40,14.34
2026/05/26 13:08,SOX指数,^SOX,-2,2025-08-29,-3.15,6762.T,TDK,B,-1.11,-1.12,0.01,5.01,2.48,2.53,11.82,11.40,0.42
2026/05/26 13:08,SOX指数,^SOX,-2,2025-10-07,-2.06,8035.T,東京エレクトロン,S,-2.78,3.40,-6.17,-3.39,-0.97,-2.42,10.50,5.20,5.30
2026/05/26 13:08,SOX指数,^SOX,-2,2025-10-07,-2.06,7735.T,SCREEN HD,A,-1.44,3.40,-4.84,-6.12,-0.97,-5.14,-15.62,5.20,-20.82
2026/05/26 13:08,SOX指数,^SOX,-2,2025-10-07,-2.06,6146.T,ディスコ,A-,-1.99,3.40,-5.39,-1.48,-0.97,-0.51,-5.04,5.20,-10.23
2026/05/26 13:08,SOX指数,^SOX,-2,2025-10-07,-2.06,6920.T,レーザーテック,A,-1.67,3.40,-5.07,3.78,-0.97,4.75,45.78,5.20,40.58
2026/05/26 13:08,SOX指数,^SOX,-2,2025-10-07,-2.06,6857.T,アドバンテスト,B,-0.22,3.40,-3.62,-3.55,-0.97,-2.58,17.36,5.20,12.16
2026/05/26 13:08,SOX指数,^SOX,-2,2025-10-07,-2.06,6762.T,TDK,B,0.18,3.40,-3.22,-1.68,-0.97,-0.71,12.90,5.20,7.70
2026/05/26 13:08,SOX指数,^SOX,-2,2025-10-10,-6.32,8035.T,東京エレクトロン,S,-2.87,4.93,-7.80,7.27,5.78,1.49,16.77,8.42,8.35
2026/05/26 13:08,SOX指数,^SOX,-2,2025-10-10,-6.32,7735.T,SCREEN HD,A,-3.98,4.93,-8.91,-0.87,5.78,-6.65,-13.16,8.42,-21.59
2026/05/26 13:08,SOX指数,^SOX,-2,2025-10-10,-6.32,6146.T,ディスコ,A-,-4.08,4.93,-9.01,-0.06,5.78,-5.84,-11.06,8.42,-19.49
2026/05/26 13:08,SOX指数,^SOX,-2,2025-10-10,-6.32,6920.T,レーザーテック,A,-2.10,4.93,-7.03,7.47,5.78,1.69,42.57,8.42,34.15
2026/05/26 13:08,SOX指数,^SOX,-2,2025-10-10,-6.32,6857.T,アドバンテスト,B,-4.68,4.93,-9.61,-1.82,5.78,-7.60,11.44,8.42,3.01
2026/05/26 13:08,SOX指数,^SOX,-2,2025-10-10,-6.32,6762.T,TDK,B,-3.23,4.93,-8.16,7.57,5.78,1.79,10.72,8.42,2.29
2026/05/26 13:08,SOX指数,^SOX,-2,2025-10-14,-2.28,8035.T,東京エレクトロン,S,2.22,2.99,-0.78,7.98,4.09,3.89,18.35,6.23,12.12
2026/05/26 13:08,SOX指数,^SOX,-2,2025-10-14,-2.28,7735.T,SCREEN HD,A,5.24,2.99,2.24,3.95,4.09,-0.14,-10.66,6.23,-16.89
2026/05/26 13:08,SOX指数,^SOX,-2,2025-10-14,-2.28,6146.T,ディスコ,A-,1.77,2.99,-1.23,2.02,4.09,-2.07,-7.07,6.23,-13.30
