event_id,status,event_date,collected_date,market,ticker,company_name,event_group,event_title,importance_1_5,score_action,score_adjustment,reason,source_name,source_url,next_check,checked_by,notes
TDNET-20260513-NA-62,collected,2026-05-13,2026-05-18,JP,,Ｐ－ＭＪＥ,決算短信,2026年３月期決算短信〔日本基準〕（連結）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260513527794.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=17:00
TDNET-20260513-NA-63,collected,2026-05-13,2026-05-18,JP,,Ｐ－ＭＪＥ,配当・増配,剰余金の配当（期末配当）に関するお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260513527828.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=17:00
TDNET-20260513-6137-66,collected,2026-05-13,2026-05-18,JP,6137.T,小池酸工,配当・増配,剰余金の配当（増配）に関するお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260513529624.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=17:00
TDNET-20260513-6137-67,collected,2026-05-13,2026-05-18,JP,6137.T,小池酸工,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260513529839.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=17:00
TDNET-20260513-6464-68,collected,2026-05-13,2026-05-18,JP,6464.T,ツバキ・ナカシマ,決算短信,2026年12月期 第１四半期決算短信〔ＩＦＲＳ〕（連結）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260513529868.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=17:00
TDNET-20260513-8285-71,collected,2026-05-13,2026-05-18,JP,8285.T,三谷産業,配当・増配,剰余金の配当に関するお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260513530373.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=17:00
TDNET-20260513-8560-72,collected,2026-05-13,2026-05-18,JP,8560.T,宮崎太銀,決算短信,（訂正）「2026年3月期 決算短信〔日本基準〕（連結）の一部訂正に関するお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260513530614.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=17:00
TDNET-20260513-9888-73,collected,2026-05-13,2026-05-18,JP,9888.T,ＵＥＸ,自社株買い,自己株式の取得及び自己株式立会外買付取引（ＴｏＳＴＮｅＴ－３）による自己株式の買付け並びに自己株式の消却に関するお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260513530611.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=17:00
TDNET-20260513-9888-77,collected,2026-05-13,2026-05-18,JP,9888.T,ＵＥＸ,決算短信,令和８年３月期決算短信[日本基準]（連結）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260427511064.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=17:00
TDNET-20260513-7201-79,collected,2026-05-13,2026-05-18,JP,7201.T,日産自,決算短信,2026年3月期決算短信〔日本基準〕（連結）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512525147.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=16:55
TDNET-20260513-2180-82,collected,2026-05-13,2026-05-18,JP,2180.T,サニーサイドアップ,決算短信,2026年６月期 第３四半期決算短信〔日本基準〕（連結）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260513528684.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=16:45
TDNET-20260513-2180-83,collected,2026-05-13,2026-05-18,JP,2180.T,サニーサイドアップ,M&A・資本提携,株式会社アカツキによる当社との経営統合に向けた当社株券等に対する公開買付けに関する賛同の意見表明及び応募推奨のお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512526109.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=16:45
TDNET-20260513-2180-84,collected,2026-05-13,2026-05-18,JP,2180.T,サニーサイドアップ,配当・増配,2026年6月期期末配当予想の修正（無配）に関するお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512526079.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=16:45
TDNET-20260513-3932-86,collected,2026-05-13,2026-05-18,JP,3932.T,アカツキ,自社株買い,自己株式の取得及び自己株式立会外買付取引（ToSTNeT-3）による自己株式の買付けに関するお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512526438.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=16:45
TDNET-20260513-3932-87,collected,2026-05-13,2026-05-18,JP,3932.T,アカツキ,M&A・資本提携,株式会社サニーサイドアップグループ（証券コード：2180）との経営統合に向けた同社株券等に対する公開買付けの開始及び株式交換に向けた基本合意書の締結,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512526453.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=16:45
TDNET-20260513-NA-89,collected,2026-05-13,2026-05-18,JP,,梅乃宿酒造,決算短信,2026年６月期 第３四半期決算短信〔日本基準〕(非連結),4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512526705.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=16:45
TDNET-20260513-8772-91,collected,2026-05-13,2026-05-18,JP,8772.T,アサックス,配当・増配,配当予想の修正（増配）に関するお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260513530604.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=16:45
TDNET-20260513-8772-92,collected,2026-05-13,2026-05-18,JP,8772.T,アサックス,決算短信,2026年３月期 決算短信〔日本基準〕(連結),4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260513530538.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=16:45
TDNET-20260513-3232-93,collected,2026-05-13,2026-05-18,JP,3232.T,三重交通ＧＨＤ,決算短信,2026年３月期決算短信〔日本基準〕(連結),4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512527495.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=16:40
TDNET-20260513-2108-99,collected,2026-05-13,2026-05-18,JP,2108.T,甜菜糖,自社株買い,自己株式の取得及び自己株式立会外買付取引（ToSTNeT-3）による自己株式の買付け並びに自己株式の消却に関するお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260513530424.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=16:30
TDNET-20260513-2152-100,collected,2026-05-13,2026-05-18,JP,2152.T,幼児活動研究会,決算短信,2026年３月期 決算短信〔日本基準〕(非連結),4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260513529495.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260513.html; time=16:30
TDNET-20260512-NA-2,collected,2026-05-12,2026-05-18,JP,,ムニノバＨＤ,M&A・資本提携,あんしん保証株式会社株券（証券コード7183）に対する公開買付けの開始に関するお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260511523064.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=20:30
TDNET-20260512-7183-3,collected,2026-05-12,2026-05-18,JP,7183.T,あんしん保証,M&A・資本提携,その他の関係会社の親会社であるムニノバホールディングス株式会社による当社株式等に対する公開買付けに関する賛同の意見表明及び応募推奨のお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512526561.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=20:30
TDNET-20260512-7183-4,collected,2026-05-12,2026-05-18,JP,7183.T,あんしん保証,配当・増配,剰余金の配当（無配）に関するお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512525123.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=20:30
TDNET-20260512-7183-5,collected,2026-05-12,2026-05-18,JP,7183.T,あんしん保証,決算短信,2026年３月期決算短信〔日本基準〕(非連結),4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260511521428.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=20:30
TDNET-20260512-2371-13,collected,2026-05-12,2026-05-18,JP,2371.T,カカクコム,M&A・資本提携,Kamgras １株式会社による当社株券等に対する 公開買付けに関する賛同の意見表明及び応募推奨のお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512526522.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=18:00
TDNET-20260512-2371-14,collected,2026-05-12,2026-05-18,JP,2371.T,カカクコム,M&A・資本提携,Kamgras １株式会社による株式会社カカクコム（証券コード：2371） に対する公開買付けの開始に関するお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512526818.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=18:00
TDNET-20260512-2371-15,collected,2026-05-12,2026-05-18,JP,2371.T,カカクコム,配当・増配,剰余金の配当（無配）に関するお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512524332.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=18:00
TDNET-20260512-3948-21,collected,2026-05-12,2026-05-18,JP,3948.T,光ビジネス,決算短信,2026年12月期第１四半期決算短信〔日本基準〕（非連結）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260508520573.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=18:00
TDNET-20260512-5949-24,collected,2026-05-12,2026-05-18,JP,5949.T,ユニプレス,決算短信,2026年３月期 決算短信〔日本基準〕(連結),4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260511523189.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=18:00
TDNET-20260512-7433-25,collected,2026-05-12,2026-05-18,JP,7433.T,伯東,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512526535.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=18:00
TDNET-20260512-7433-26,collected,2026-05-12,2026-05-18,JP,7433.T,伯東,配当・増配,剰余金の配当に関するお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512526702.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=18:00
TDNET-20260512-9513-28,collected,2026-05-12,2026-05-18,JP,9513.T,Ｊパワー,決算短信,2026年３月期 決算短信〔日本基準〕(連結),4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260511523365.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=18:00
TDNET-20260512-9036-29,collected,2026-05-12,2026-05-18,JP,9036.T,東部ネット,業績上方修正,（訂正）連結業績予想の修正および中期経営計画の最終年度目標の修正 並びに期末配当予想の修正（増配）に関するお知らせ,5,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512526785.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:45
TDNET-20260512-1672-33,collected,2026-05-12,2026-05-18,JP,1672.T,金ＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523920.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-1673-34,collected,2026-05-12,2026-05-18,JP,1673.T,銀ＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523921.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-1674-35,collected,2026-05-12,2026-05-18,JP,1674.T,プラチナＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523922.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-1675-36,collected,2026-05-12,2026-05-18,JP,1675.T,パラジＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523923.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-1676-37,collected,2026-05-12,2026-05-18,JP,1676.T,キンゾクＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523924.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-1684-38,collected,2026-05-12,2026-05-18,JP,1684.T,商品ＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523927.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-1685-39,collected,2026-05-12,2026-05-18,JP,1685.T,エナジーＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523928.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-1686-40,collected,2026-05-12,2026-05-18,JP,1686.T,メタルＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523929.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-1687-41,collected,2026-05-12,2026-05-18,JP,1687.T,アグリＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523930.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-1688-42,collected,2026-05-12,2026-05-18,JP,1688.T,穀物ＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523931.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-1689-43,collected,2026-05-12,2026-05-18,JP,1689.T,ガスＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523932.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-1690-44,collected,2026-05-12,2026-05-18,JP,1690.T,原油ＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523933.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-1691-45,collected,2026-05-12,2026-05-18,JP,1691.T,ガソリンＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523934.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-1692-46,collected,2026-05-12,2026-05-18,JP,1692.T,アルミＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523935.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-1693-47,collected,2026-05-12,2026-05-18,JP,1693.T,銅ＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523936.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-1694-48,collected,2026-05-12,2026-05-18,JP,1694.T,ニッケルＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523937.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-1695-49,collected,2026-05-12,2026-05-18,JP,1695.T,小麦ＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523938.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-1696-50,collected,2026-05-12,2026-05-18,JP,1696.T,コーンＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523939.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-1697-51,collected,2026-05-12,2026-05-18,JP,1697.T,大豆ＥＴＦ,決算短信,令和7年12月期 決算短信（令和7年1月1日～令和7年12月31日）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512523940.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-4056-52,collected,2026-05-12,2026-05-18,JP,4056.T,Ｇ－ニューラル,M&A・資本提携,魔法株式会社及び株式会社ペガサスの株式の取得（子会社化）に関するお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260511523052.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-5988-53,collected,2026-05-12,2026-05-18,JP,5988.T,パイオラックス,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260511521747.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-6239-58,collected,2026-05-12,2026-05-18,JP,6239.T,ナガオカ,決算短信,2026年６月期 第３四半期決算短信〔日本基準〕（連結）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512525744.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-6239-59,collected,2026-05-12,2026-05-18,JP,6239.T,ナガオカ,業績上方修正,業績予想の修正に関するお知らせ,5,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512525810.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-6333-61,collected,2026-05-12,2026-05-18,JP,6333.T,ＴＥＩＫＯＫＵ,決算短信,2026年３月期 決算短信〔日本基準〕（連結）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260511522715.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-6333-62,collected,2026-05-12,2026-05-18,JP,6333.T,ＴＥＩＫＯＫＵ,配当・増配,剰余金の配当（増配）に関するお知らせ,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512526081.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-6946-66,collected,2026-05-12,2026-05-18,JP,6946.T,日アビオ,決算短信,２０２６年３月期 決算短信〔日本基準〕（連結）,4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260511522466.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-7080-67,collected,2026-05-12,2026-05-18,JP,7080.T,Ｇ－スポーツフィール,決算短信,2026年12月期 第１四半期決算短信〔日本基準〕(連結),4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260511523646.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-9433-74,collected,2026-05-12,2026-05-18,JP,9433.T,ＫＤＤＩ,その他,2026年３月期 決算説明会資料（中期経営戦略）,4,情報のみ,0,候補銘柄に関係するTDnet開示。原文確認後に補正判断,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512524146.pdf,PDF本文、会社予想、配当、翌営業日の株価反応を確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-9433-75,collected,2026-05-12,2026-05-18,JP,9433.T,ＫＤＤＩ,その他,auフィナンシャルホールディングス株式会社の東京証券取引所への株式上場準備の開始について,4,情報のみ,0,候補銘柄に関係するTDnet開示。原文確認後に補正判断,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512524156.pdf,PDF本文、会社予想、配当、翌営業日の株価反応を確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=17:00
TDNET-20260512-NA-77,collected,2026-05-12,2026-05-18,JP,,Ｐ－フリースタイル,業績上方修正,業績予想の修正に関するお知らせ,5,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260512526230.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=16:45
TDNET-20260512-7717-79,collected,2026-05-12,2026-05-18,JP,7717.T,Ｖテク,決算短信,2026年3月期 決算短信[日本基準](連結),4,情報のみ,0,候補外銘柄のため市場イベントとして記録,TDnet public HTML,https://www.release.tdnet.info/inbs/140120260508521000.pdf,重要度が高い場合のみ業種・テーマを確認,system,list_url=https://www.release.tdnet.info/inbs/I_list_001_20260512.html; time=16:45
