updated_at,market_symbol,market_name,month,month_close,market_return_1m_pct,market_return_3m_pct,source
2026/05/20 02:25,^IXIC,NASDAQ総合,2025-06,20369.73,6.571,17.749,Yahoo Finance chart API 1mo
2026/05/20 02:25,^IXIC,NASDAQ総合,2025-07,21122.449,3.695,21.071,Yahoo Finance chart API 1mo
2026/05/20 02:25,^IXIC,NASDAQ総合,2025-08,21455.551,1.577,12.252,Yahoo Finance chart API 1mo
2026/05/20 02:25,^IXIC,NASDAQ総合,2025-09,22660.01,5.614,11.244,Yahoo Finance chart API 1mo
2026/05/20 02:25,^IXIC,NASDAQ総合,2025-10,23724.961,4.7,12.321,Yahoo Finance chart API 1mo
2026/05/20 02:25,^IXIC,NASDAQ総合,2025-11,23365.689,-1.514,8.903,Yahoo Finance chart API 1mo
2026/05/20 02:25,^IXIC,NASDAQ総合,2025-12,23241.99,-0.529,2.568,Yahoo Finance chart API 1mo
2026/05/20 02:25,^IXIC,NASDAQ総合,2026-01,23461.82,0.946,-1.109,Yahoo Finance chart API 1mo
2026/05/20 02:25,^IXIC,NASDAQ総合,2026-02,22668.211,-3.383,-2.985,Yahoo Finance chart API 1mo
2026/05/20 02:25,^IXIC,NASDAQ総合,2026-03,21590.631,-4.754,-7.105,Yahoo Finance chart API 1mo
2026/05/20 02:25,^IXIC,NASDAQ総合,2026-04,24892.311,15.292,6.097,Yahoo Finance chart API 1mo
2026/05/20 02:25,^IXIC,NASDAQ総合,2026-05,26030.324,4.572,14.832,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2018-06,2718.37,,,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2018-07,2816.29,3.602,,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2018-08,2901.52,3.026,,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2018-09,2913.98,0.429,7.196,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2018-10,2711.74,-6.94,-3.712,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2018-11,2760.17,1.786,-4.872,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2018-12,2506.85,-9.178,-13.972,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2019-01,2704.1,7.868,-0.282,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2019-02,2784.49,2.973,0.881,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2019-03,2834.4,1.792,13.066,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2019-04,2945.83,3.931,8.939,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2019-05,2752.06,-6.578,-1.165,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2019-06,2941.76,6.893,3.788,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2019-07,2980.38,1.313,1.173,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2019-08,2926.46,-1.809,6.337,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2019-09,2976.74,1.718,1.189,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2019-10,3037.56,2.043,1.919,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2019-11,3140.98,3.405,7.33,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2019-12,3230.78,2.859,8.534,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2020-01,3225.52,-0.163,6.188,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2020-02,2954.22,-8.411,-5.946,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2020-03,2584.59,-12.512,-20.001,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2020-04,2912.43,12.684,-9.707,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2020-05,3044.31,4.528,3.05,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2020-06,3100.29,1.839,19.953,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2020-07,3271.12,5.51,12.316,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2020-08,3500.31,7.006,14.979,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2020-09,3363,-3.923,8.474,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2020-10,3269.96,-2.767,-0.035,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2020-11,3621.63,10.755,3.466,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2020-12,3756.07,3.712,11.688,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2021-01,3714.24,-1.114,13.587,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2021-02,3811.15,2.609,5.233,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2021-03,3972.89,4.244,5.773,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2021-04,4181.17,5.243,12.571,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2021-05,4204.11,0.549,10.311,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2021-06,4297.5,2.221,8.171,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2021-07,4395.26,2.275,5.12,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2021-08,4522.68,2.899,7.578,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2021-09,4307.54,-4.757,0.234,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2021-10,4605.38,6.914,4.781,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2021-11,4567,-0.833,0.98,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2021-12,4766.18,4.361,10.647,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2022-01,4515.55,-5.259,-1.951,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2022-02,4373.94,-3.136,-4.227,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2022-03,4530.41,3.577,-4.947,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2022-04,4131.93,-8.796,-8.496,Yahoo Finance chart API 1mo
2026/05/20 02:25,^GSPC,S&P500,2022-05,4132.15,0.005,-5.528,Yahoo Finance chart API 1mo
